Date,Open,High,Low,Close,Adj Close,Volume
2014-09-22,62.849998474121094,65.4749984741211,62.849998474121094,64.7249984741211,60.0706901550293,78618
2014-09-23,64.94999694824219,65.17500305175781,61.724998474121094,61.92499923706055,57.472023010253906,49344
2014-09-24,62.04999923706055,62.92499923706055,61.0,62.125,57.657649993896484,47700
2014-09-25,63.125,63.75,61.0,61.5,57.07759094238281,64572
2014-09-26,62.275001525878906,62.275001525878906,61.0,61.42499923706055,57.00798416137695,28160
2014-09-29,61.025001525878906,63.0,61.025001525878906,62.70000076293945,58.19129943847656,24410
2014-09-30,62.5,63.70000076293945,61.349998474121094,62.42499923706055,57.93607711791992,61542
2014-10-01,62.5,62.5,60.5,60.900001525878906,56.52073669433594,26910
2014-10-07,61.0,61.474998474121094,58.0,59.400001525878906,55.12860107421875,26336
2014-10-08,59.525001525878906,61.25,59.525001525878906,60.07500076293945,55.75506591796875,44982
2014-10-09,60.974998474121094,60.974998474121094,59.525001525878906,60.32500076293945,55.987083435058594,15638
2014-10-10,60.0,61.0,60.0,61.0,56.61354064941406,18656
2014-10-13,61.5,63.0,60.150001525878906,62.375,57.88966751098633,52544
2014-10-14,62.0,62.5,61.400001525878906,61.5,57.07759094238281,62368
2014-10-15,61.5,61.5,61.5,61.5,57.07759094238281,0
2014-10-16,61.849998474121094,62.42499923706055,60.5,61.04999923706055,56.659942626953125,51096
2014-10-17,61.25,62.5,61.150001525878906,61.775001525878906,57.33281707763672,59724
2014-10-20,61.75,62.724998474121094,59.775001525878906,60.07500076293945,55.75506591796875,34912
2014-10-21,60.07500076293945,61.75,60.07500076293945,61.45000076293945,57.03118896484375,21632
2014-10-22,61.5,62.099998474121094,61.25,61.70000076293945,57.26320266723633,33344
2014-10-27,60.45000076293945,61.724998474121094,60.0,60.70000076293945,56.335113525390625,55918
2014-10-28,61.099998474121094,61.650001525878906,60.375,61.32500076293945,56.91516876220703,15462
2014-10-29,61.5,63.29999923706055,61.5,61.875,57.425621032714844,52662
2014-10-30,62.875,66.0,62.45000076293945,65.6500015258789,60.92916488647461,256624
2014-10-31,66.2750015258789,67.6500015258789,65.19999694824219,65.5250015258789,60.81315612792969,150734
2014-11-03,65.5250015258789,66.5250015258789,64.0,64.4749984741211,59.83865737915039,72054
2014-11-05,63.5,65.44999694824219,63.474998474121094,64.5,59.86186218261719,70926
2014-11-07,64.5999984741211,65.4749984741211,61.67499923706055,63.95000076293945,59.351409912109375,122548
2014-11-10,64.94999694824219,64.94999694824219,63.0,63.724998474121094,59.14258575439453,39284
2014-11-11,63.5,64.5,61.75,63.025001525878906,58.49292755126953,47528
2014-11-12,62.75,64.0,61.25,61.875,57.425621032714844,25024
2014-11-13,61.525001525878906,65.875,61.525001525878906,65.4000015258789,60.6971549987793,147306
2014-11-14,65.69999694824219,67.5,64.4000015258789,67.0999984741211,62.274906158447266,127146
2014-11-17,67.5,74.7249984741211,66.375,73.5999984741211,68.30747985839844,506802
2014-11-18,73.5,78.3499984741211,72.5999984741211,77.4749984741211,71.90383911132812,398712
2014-11-19,77.375,80.0250015258789,76.4749984741211,77.57499694824219,71.99664306640625,270700
2014-11-20,77.55000305175781,78.25,74.9749984741211,75.6500015258789,70.2100830078125,145674
2014-11-21,76.625,76.6500015258789,75.0,75.5,70.07086944580078,41600
2014-11-24,76.5,79.5,74.5250015258789,78.875,73.20317840576172,110172
2014-11-25,78.875,79.4000015258789,74.875,76.0,70.53490447998047,122550
2014-11-26,75.5,77.875,75.05000305175781,77.0,71.4629898071289,64382
2014-11-27,77.0,77.0,76.0,76.4749984741211,70.97574615478516,12254
2014-11-28,76.0,77.4749984741211,75.55000305175781,77.25,71.69501495361328,35380
2014-12-01,77.82499694824219,83.25,76.2750015258789,81.375,75.52340698242188,119138
2014-12-02,82.375,87.44999694824219,82.0999984741211,84.44999694824219,78.37725830078125,329526
2014-12-03,84.0,87.0,82.75,85.69999694824219,79.5373764038086,115846
2014-12-04,85.0,87.17500305175781,84.5,85.44999694824219,79.30535888671875,103556
2014-12-05,85.1500015258789,87.0,82.44999694824219,82.7249984741211,76.77632141113281,74980
2014-12-08,84.0,87.0,81.7249984741211,82.19999694824219,76.28907012939453,74500
2014-12-09,82.9749984741211,83.19999694824219,80.0,80.17500305175781,74.4096908569336,63826
2014-12-10,79.17500305175781,81.92500305175781,79.17500305175781,81.17500305175781,75.33778381347656,27718
2014-12-11,81.92500305175781,81.92500305175781,79.0,80.0,74.24726867675781,42854
2014-12-12,80.4749984741211,81.0,77.0,78.0250015258789,72.4142837524414,41874
2014-12-15,77.05000305175781,78.25,77.0250015258789,77.2750015258789,71.71822357177734,23074
2014-12-16,77.0250015258789,77.0250015258789,72.2750015258789,75.0250015258789,69.63001251220703,47214
2014-12-17,74.25,75.4749984741211,73.5,74.17500305175781,68.84114074707031,47650
2014-12-18,75.17500305175781,76.17500305175781,73.17500305175781,75.07499694824219,69.67642211914062,29620
2014-12-19,74.125,75.0,73.5,73.67500305175781,68.3770980834961,19146
2014-12-22,72.69999694824219,74.44999694824219,72.67500305175781,72.9749984741211,67.7274398803711,27350
2014-12-23,73.5,74.4000015258789,71.9749984741211,72.6500015258789,67.4258041381836,14970
2014-12-24,72.6500015258789,74.5,72.6500015258789,74.0999984741211,68.77153778076172,22318
2014-12-26,74.5,75.0999984741211,73.4749984741211,74.875,69.49079895019531,21450
2014-12-29,74.875,75.55000305175781,73.875,74.0,68.67872619628906,21218
2014-12-30,74.4749984741211,75.0,73.5999984741211,74.2750015258789,68.93395233154297,24530
2014-12-31,74.30000305175781,79.05000305175781,71.0,73.19999694824219,67.93624114990234,276104
2015-01-01,73.94999694824219,76.875,73.07499694824219,75.5,70.07086944580078,64278
2015-01-02,74.75,76.0,74.30000305175781,74.5999984741211,69.23558044433594,20734
2015-01-05,74.5999984741211,76.0,74.07499694824219,74.67500305175781,69.30518341064453,27880
2015-01-06,74.67500305175781,75.5,74.0250015258789,75.07499694824219,69.67642211914062,43610
2015-01-07,74.25,75.25,74.07499694824219,75.0250015258789,69.63001251220703,38918
2015-01-08,76.0250015258789,77.875,75.9749984741211,76.9000015258789,71.37018585205078,57026
2015-01-09,77.9000015258789,84.3499984741211,76.67500305175781,79.7249984741211,73.9920425415039,344356
2015-01-12,79.69999694824219,80.7249984741211,77.7249984741211,80.0999984741211,74.34007263183594,72562
2015-01-13,80.05000305175781,81.44999694824219,79.0999984741211,80.0,74.24726867675781,62526
2015-01-14,80.0,80.44999694824219,79.0250015258789,80.0250015258789,74.27047729492188,40058
2015-01-15,79.5999984741211,81.0,79.32499694824219,80.05000305175781,74.2936782836914,27952
2015-01-16,80.9749984741211,84.0,79.5,79.9749984741211,74.22406768798828,79294
2015-01-19,79.75,80.9749984741211,79.25,80.07499694824219,74.3168716430664,44212
2015-01-20,81.0250015258789,81.0250015258789,79.4000015258789,80.05000305175781,74.2936782836914,22530
2015-01-21,79.75,80.4000015258789,79.55000305175781,80.0250015258789,74.27047729492188,42554
2015-01-22,80.0250015258789,81.0250015258789,79.0250015258789,80.0,74.24726867675781,32106
2015-01-23,80.0,82.0,79.5250015258789,80.0250015258789,74.27047729492188,33192
2015-01-27,79.125,81.0250015258789,78.67500305175781,80.6500015258789,74.85053253173828,23728
2015-01-28,80.25,80.4749984741211,78.8499984741211,80.1500015258789,74.38648986816406,27844
2015-01-29,80.0,81.125,79.17500305175781,80.17500305175781,74.4096908569336,11756
