Date,Open,High,Low,Close,Adj Close,Volume
2024-09-17,830.0,848.0,781.5,793.2999877929688,793.2999877929688,24628310
2024-09-18,788.9000244140625,804.0,764.5499877929688,771.2999877929688,771.2999877929688,2790237
