Date,Open,High,Low,Close,Adj Close,Volume
2024-08-08,419.0,424.79998779296875,383.25,386.75,386.75,14377490
2024-08-09,398.0,399.8999938964844,389.04998779296875,397.04998779296875,397.04998779296875,2584165
2024-08-12,398.0,400.75,389.04998779296875,390.29998779296875,390.29998779296875,1195723
2024-08-13,390.0,394.0,379.29998779296875,381.1499938964844,381.1499938964844,999278
2024-08-14,382.95001220703125,385.0,368.20001220703125,372.25,372.25,909917
2024-08-16,380.0,397.3999938964844,373.1000061035156,392.79998779296875,392.79998779296875,1464796
2024-08-19,398.0,402.5,391.04998779296875,393.8999938964844,393.8999938964844,1265384
2024-08-20,394.0,396.0,386.0,389.1000061035156,389.1000061035156,699752
2024-08-21,390.0,397.6000061035156,386.20001220703125,390.8500061035156,390.8500061035156,604419
2024-08-22,391.0,409.70001220703125,389.75,397.29998779296875,397.29998779296875,1806007
2024-08-23,401.3999938964844,406.1000061035156,396.5,400.95001220703125,400.95001220703125,911770
2024-08-26,404.8500061035156,404.8999938964844,391.1000061035156,393.79998779296875,393.79998779296875,728742
2024-08-28,408.04998779296875,409.95001220703125,396.0,396.8500061035156,396.8500061035156,788103
2024-08-29,400.95001220703125,401.3999938964844,387.1499938964844,389.1499938964844,389.1499938964844,825213
2024-08-30,392.75,403.70001220703125,390.1000061035156,394.04998779296875,394.04998779296875,864163
2024-09-02,400.0,402.0,391.70001220703125,392.8999938964844,392.8999938964844,557247
2024-09-03,393.3999938964844,393.95001220703125,383.3999938964844,387.8500061035156,387.8500061035156,558055
2024-09-04,382.29998779296875,394.20001220703125,382.29998779296875,390.8999938964844,390.8999938964844,528786
2024-09-05,390.0,391.5,381.79998779296875,386.0,386.0,511565
2024-09-06,386.95001220703125,388.8500061035156,377.25,381.3999938964844,381.3999938964844,700386
2024-09-09,379.45001220703125,379.6000061035156,368.5,369.45001220703125,369.45001220703125,527229
2024-09-10,374.0,380.45001220703125,367.8999938964844,370.45001220703125,370.45001220703125,573384
2024-09-11,373.0,382.0,370.79998779296875,375.04998779296875,375.04998779296875,605551
2024-09-12,378.95001220703125,384.0,374.5,380.45001220703125,380.45001220703125,592066
2024-09-13,384.0,387.5,380.54998779296875,384.75,384.75,348843
2024-09-16,385.0,386.0,376.6000061035156,381.75,381.75,469766
2024-09-17,381.6499938964844,381.6499938964844,374.5,377.20001220703125,377.20001220703125,251178
2024-09-18,399.0,399.6000061035156,387.5,390.8999938964844,390.8999938964844,2517765
