Date,Open,High,Low,Close,Adj Close,Volume
2014-09-22,84.95999908447266,87.19000244140625,82.48999786376953,83.54000091552734,74.16207885742188,4239880
2014-09-23,83.77999877929688,85.5,83.0999984741211,84.0199966430664,74.58819580078125,3068840
2014-09-24,84.0,85.37999725341797,82.5,85.04000091552734,75.49369812011719,2297975
2014-09-25,84.0,84.91000366210938,81.33999633789062,82.41999816894531,73.16778564453125,3020565
2014-09-26,82.2300033569336,85.3499984741211,82.0,84.6500015258789,75.14747619628906,2485895
2014-09-29,84.2300033569336,86.29000091552734,83.98999786376953,84.41000366210938,74.9344253540039,1342265
2014-09-30,84.25,85.55999755859375,83.19999694824219,83.91000366210938,74.49055480957031,1796315
2014-10-01,83.80000305175781,84.44999694824219,82.45999908447266,83.43000030517578,74.06442260742188,1697080
2014-10-07,83.2300033569336,84.70999908447266,82.12999725341797,82.54000091552734,73.27433013916016,1203995
2014-10-08,82.80999755859375,84.13999938964844,81.87999725341797,82.41000366210938,73.158935546875,1686345
2014-10-09,83.4000015258789,85.9800033569336,82.8499984741211,85.41000366210938,75.8221664428711,2261025
2014-10-10,85.38999938964844,87.27999877929688,83.44000244140625,84.41999816894531,74.94329833984375,2560930
2014-10-13,83.9800033569336,84.87999725341797,83.62000274658203,84.69000244140625,75.18299865722656,1284660
2014-10-14,85.0999984741211,85.5999984741211,83.45999908447266,84.05999755859375,74.62371063232422,1055570
2014-10-15,84.05999755859375,84.05999755859375,84.05999755859375,84.05999755859375,74.62371063232422,0
2014-10-16,82.86000061035156,85.0,82.86000061035156,83.70999908447266,74.31300354003906,1806870
2014-10-17,83.95999908447266,83.95999908447266,81.5,82.3499984741211,73.10565948486328,1367990
2014-10-20,86.0,86.80000305175781,83.0199966430664,84.81999969482422,75.29838562011719,3348185
2014-10-21,85.0,85.0,81.62000274658203,82.19000244140625,72.96361541748047,3177240
2014-10-22,83.3499984741211,83.3499984741211,81.69999694824219,82.94000244140625,73.62944793701172,1917425
2014-10-27,82.9000015258789,82.91000366210938,79.8499984741211,80.41000366210938,71.38343811035156,2832805
2014-10-28,79.88999938964844,79.88999938964844,77.41000366210938,77.7300033569336,69.0042953491211,1791695
2014-10-29,77.79000091552734,78.04000091552734,75.81999969482422,77.25,68.57817840576172,1910895
2014-10-30,77.25,78.68000030517578,77.19000244140625,78.37000274658203,69.57245635986328,5699985
2014-10-31,79.19000244140625,80.5999984741211,78.44999694824219,79.83000183105469,70.86854553222656,1392980
2014-11-03,79.19999694824219,79.76000213623047,76.0999984741211,78.16000366210938,69.38601684570312,1532255
2014-11-05,78.19999694824219,80.76000213623047,77.5999984741211,79.88999938964844,70.92183685302734,1423135
2014-11-07,80.43000030517578,81.4800033569336,79.0999984741211,80.75,71.68527221679688,1617495
2014-11-10,80.94000244140625,84.6500015258789,79.5,83.8499984741211,74.43729400634766,2860470
2014-11-11,84.2300033569336,89.0,82.22000122070312,86.11000061035156,76.4435806274414,7123195
2014-11-12,87.5999984741211,88.41000366210938,85.4000015258789,86.08999633789062,76.42582702636719,4568840
2014-11-13,86.5999984741211,89.9800033569336,85.2300033569336,88.1500015258789,78.25457763671875,8751745
2014-11-14,88.30000305175781,88.69000244140625,84.36000061035156,86.95999908447266,77.19817352294922,2006830
2014-11-17,86.80000305175781,88.45999908447266,86.47000122070312,86.98999786376953,77.22479248046875,1210525
2014-11-18,87.79000091552734,87.79000091552734,86.2300033569336,86.87000274658203,77.11827087402344,755065
2014-11-19,87.0,87.58999633789062,83.30000305175781,83.75,74.34849548339844,1999390
2014-11-20,83.72000122070312,86.0,82.66999816894531,83.98999786376953,74.56155395507812,1777735
2014-11-21,83.9800033569336,85.44999694824219,82.7300033569336,83.5199966430664,74.14432525634766,1420965
2014-11-24,83.97000122070312,85.80000305175781,83.12000274658203,83.5999984741211,74.21534729003906,1832290
2014-11-25,83.5999984741211,84.9800033569336,82.16999816894531,84.2699966430664,74.81013488769531,3497775
2014-11-26,84.0,89.41999816894531,83.58999633789062,87.5199966430664,77.69529724121094,4980655
2014-11-27,87.68000030517578,91.76000213623047,87.4000015258789,89.44000244140625,79.39976501464844,4745550
2014-11-28,89.80000305175781,90.27999877929688,86.61000061035156,87.52999877929688,77.70417022705078,2655895
2014-12-01,87.4000015258789,90.0,87.29000091552734,87.80000305175781,77.9438705444336,1478560
2014-12-02,88.0,89.0,87.06999969482422,88.1500015258789,78.25457763671875,921710
2014-12-03,88.19999694824219,93.54000091552734,87.94999694824219,91.55999755859375,81.28178405761719,3085340
2014-12-04,92.79000091552734,93.18000030517578,89.33000183105469,90.04000091552734,79.93241882324219,2255725
2014-12-05,90.13999938964844,91.55000305175781,88.8499984741211,89.36000061035156,79.3287582397461,1707965
2014-12-08,89.31999969482422,90.38999938964844,87.80000305175781,88.63999938964844,78.68958282470703,768050
2014-12-09,88.5999984741211,89.9000015258789,85.80000305175781,86.69000244140625,76.9584732055664,1726170
2014-12-10,86.69000244140625,88.2300033569336,86.41999816894531,87.2699966430664,77.47335052490234,756030
2014-12-11,86.44999694824219,89.54000091552734,85.80999755859375,86.45999908447266,76.7542953491211,1503950
2014-12-12,85.80000305175781,87.5,85.80000305175781,86.01000213623047,76.35481262207031,593510
2014-12-15,85.19999694824219,86.27999877929688,83.6500015258789,84.16999816894531,74.72135162353516,509730
2014-12-16,83.5999984741211,84.5999984741211,82.18000030517578,82.87999725341797,73.57616424560547,1235015
2014-12-17,82.80000305175781,85.18000030517578,78.0,84.12000274658203,74.67697143554688,1763305
2014-12-18,84.98999786376953,89.0,83.37000274658203,85.95999908447266,76.3104248046875,2405575
2014-12-19,86.4800033569336,88.26000213623047,84.0,84.43000030517578,74.9521713256836,2468165
2014-12-22,84.5999984741211,87.33000183105469,84.19999694824219,87.04000091552734,77.26917266845703,1132700
2014-12-23,87.4000015258789,91.77999877929688,85.70999908447266,90.75,80.56270599365234,4582950
2014-12-24,91.69999694824219,95.4000015258789,89.22000122070312,92.11000061035156,81.77005004882812,4551245
2014-12-26,92.19000244140625,94.8499984741211,90.81999969482422,93.06999969482422,82.62227630615234,2829100
2014-12-29,93.19000244140625,94.70999908447266,91.81999969482422,92.19000244140625,81.84105682373047,1478750
